Date,Open,High,Low,Close,RSI
14-May-91,1283.04,1292.93,1280.18,1292.83,67.87195014895279
16-May-91,1297.75,1304.13,1291.13,1291.5,65.9386422550954
17-May-91,1308.79,1310.11,1297.61,1297.69,70.78069579596777
20-May-91,1289.99,1289.99,1282.12,1284.25,51.07490617874389
21-May-91,1293.04,1320.54,1293.04,1320.54,74.77662730054593
23-May-91,1295.4,1321.88,1294.24,1314.89,68.33408751973113
27-May-91,1315.03,1324.76,1313.31,1317.9,70.05232208114197
29-May-91,,,,1327.33,75.30075181777251
30-May-91,1337.33,1338.46,1325.02,1335.48,79.23265747466463
31-May-91,1308.64,1327.86,1307.34,1307.34,46.96487930511816
03-Jun-91,1302.82,1302.82,1287.34,1287.95,34.768840929208636
04-Jun-91,1289.36,1295.0,1289.36,1290.07,37.00458743685258
05-Jun-91,1295.54,1295.54,1283.3,1284.81,33.44900638398612
06-Jun-91,1291.34,1291.76,1270.03,1272.97,26.33048432106331
07-Jun-91,1271.27,1271.27,1246.13,1248.31,16.943012753525807
11-Jun-91,1260.17,1263.71,1252.7,1261.64,33.06714128553837
12-Jun-91,1274.39,1291.51,1274.39,1288.25,54.909850056088544
13-Jun-91,1293.42,1296.22,1273.68,1275.15,45.72702162260066
14-Jun-91,1271.43,1293.44,1267.9,1292.81,57.659091787704355
17-Jun-91,1317.09,1323.39,1307.05,1307.22,65.4145705147246
18-Jun-91,1322.13,1335.21,1318.2,1335.21,76.06098973361756
19-Jun-91,1327.7,1331.24,1324.42,1325.46,67.07104187334473
20-Jun-91,1331.33,1341.58,1331.33,1336.75,71.88150236903024
21-Jun-91,1371.85,1372.25,1353.32,1361.72,79.97074778476161
24-Jun-91,1340.2,1340.2,1303.38,1305.33,44.131533367909114
25-Jun-91,1288.91,1303.72,1288.91,1301.85,42.65683527464495
26-Jun-91,1298.61,1301.06,1271.23,1272.54,31.555489870733453
27-Jun-91,1255.14,1290.43,1245.15,1289.94,42.63407773529116
28-Jun-91,1288.25,1292.59,1267.5,1269.91,34.580050044878135
01-Jul-91,1253.08,1275.23,1251.98,1275.23,38.440952530912945
02-Jul-91,1279.88,1293.43,1276.82,1293.67,50.97647543081434
03-Jul-91,1310.2,1327.04,1310.2,1312.87,61.24725407469789
04-Jul-91,1305.44,1306.01,1292.2,1298.66,51.303532236873586
05-Jul-91,1322.89,1359.32,1322.89,1357.32,73.50229024384177
08-Jul-91,1351.17,1385.27,1351.17,1363.99,75.11467373810345
09-Jul-91,1368.31,1381.41,1360.22,1369.06,76.47481847874447
10-Jul-91,1394.97,1404.69,1388.8,1388.8,81.41779220312252
11-Jul-91,1403.96,1438.26,1403.96,1420.75,86.96075077030221
12-Jul-91,1447.64,1456.5,1436.7,1441.85,89.53716315877995
15-Jul-91,1421.77,1421.77,1406.32,1407.35,63.7801719020454
16-Jul-91,1398.95,1432.82,1398.85,1431.75,71.12382575876846
17-Jul-91,,,,1442.54,74.03396086510136
19-Jul-91,1424.94,1455.76,1424.62,1455.48,77.44194793052029
22-Jul-91,1439.75,1441.33,1417.04,1419.31,53.0940170242859
24-Jul-91,1481.95,1488.47,1465.94,1485.76,72.7608869094878
25-Jul-91,1513.88,1561.08,1513.88,1555.43,82.42070998519765
26-Jul-91,1604.23,1630.27,1596.46,1599.98,86.30317831717336
29-Jul-91,1646.53,1679.95,1636.74,1637.7,88.89816603969933
30-Jul-91,1637.36,1650.28,1637.36,1647.0,89.5106375281354
31-Jul-91,1614.0,1637.39,1606.79,1632.67,80.91293601116652
01-Aug-91,1647.29,1677.68,1646.54,1649.01,83.21140170518095
02-Aug-91,1703.15,1703.15,1680.62,1680.62,86.99761026297584
05-Aug-91,1664.58,1693.18,1655.13,1680.69,87.00572222294016
07-Aug-91,1685.46,1691.82,1652.17,1657.44,69.1057703980793
08-Aug-91,1623.3,1632.9,1598.85,1632.9,54.352583297049435
09-Aug-91,1658.16,1666.55,1649.73,1663.57,65.76920781613515
12-Aug-91,1659.46,1666.75,1659.46,1664.06,65.93933236498677
13-Aug-91,1688.63,1705.78,1685.03,1687.24,73.67566053342867
14-Aug-91,1699.72,1706.66,1690.47,1705.63,78.51508465486887
16-Aug-91,1724.06,1740.04,1720.31,1727.07,83.05486054721428
19-Aug-91,1755.63,1757.44,1726.81,1749.91,86.77579267566108
20-Aug-91,1723.37,1727.4,1704.21,1709.43,58.37687181390821
21-Aug-91,1692.21,1711.16,1692.21,1707.77,57.4137161060873
22-Aug-91,1768.18,1777.91,1752.3,1752.3,72.58221648257924
23-Aug-91,1755.71,1810.35,1755.71,1802.81,81.78243181000211
26-Aug-91,1849.41,1861.94,1841.02,1844.82,86.49409844148326
27-Aug-91,1805.17,1818.15,1795.98,1813.68,69.77353781512602
28-Aug-91,1827.9,1847.15,1827.59,1827.59,72.7183250606377
30-Aug-91,1759.26,1806.06,1759.26,1795.99,56.960099585973694
03-Sep-91,1802.43,1804.76,1760.3,1764.36,44.81042538880473
04-Sep-91,1740.93,1762.62,1739.15,1762.62,44.16267257363525
05-Sep-91,,,,1810.21,62.63073312208503
06-Sep-91,1830.34,1833.96,1810.53,1811.54,63.05757596582323
10-Sep-91,1828.17,1833.22,1809.95,1810.71,62.50067928593486
13-Sep-91,1819.64,1861.74,1818.54,1861.74,77.66204362653916
16-Sep-91,1819.56,1916.79,1891.49,1912.35,85.12021458069435
17-Sep-91,1859.02,1878.55,1851.66,1878.55,66.56636225648889
18-Sep-91,1891.51,1918.21,1874.17,1876.62,65.5465925020635
20-Sep-91,1873.64,1873.64,1830.78,1833.44,45.88706976584754
24-Sep-91,1827.13,1827.13,1800.83,1817.26,40.23471202697994
25-Sep-91,1817.95,1837.68,1817.72,1818.52,40.94284348608771
26-Sep-91,1823.07,1823.07,1784.36,1786.92,29.853856690213576
27-Sep-91,1824.73,1870.04,1824.73,1870.04,62.895792780087
30-Sep-91,1895.96,1916.77,1885.28,1885.28,66.51115115404338
01-Oct-91,1872.69,1872.69,1850.91,1858.45,54.767640494565626
03-Oct-91,1834.03,1834.03,1813.91,1815.62,40.498936821548526
04-Oct-91,1789.63,1802.41,1771.47,1773.15,30.613124778445652
07-Oct-91,1797.94,1805.21,1779.14,1780.25,33.98076224992326
09-Oct-91,1735.87,1735.87,1685.57,1716.53,22.001541915478143
10-Oct-91,1742.33,1752.5,1732.04,1752.5,37.53897372780339
11-Oct-91,1762.33,1777.74,1761.16,1764.5,42.329647984233056
14-Oct-91,1744.12,1744.12,1726.43,1729.3,33.03833467792616
15-Oct-91,1714.18,1724.06,1698.63,1724.06,31.741861670448188
16-Oct-91,1745.76,1779.04,1745.76,1773.47,53.3286921811951
18-Oct-91,1795.39,1803.83,1776.24,1778.91,55.2752891501695
21-Oct-91,1751.88,1751.88,1739.19,1740.53,40.4110598460947
22-Oct-91,1741.06,1764.24,1740.12,1764.24,50.657424039506765
23-Oct-91,1765.66,1779.78,1765.66,1776.25,55.502103771965146
24-Oct-91,1808.52,1811.78,1793.78,1793.78,62.26240958385005
26-Oct-91,1795.61,1805.52,1794.62,1805.52,66.52038815516502
29-Oct-91,1863.75,1893.16,1863.75,1893.16,83.69129181940102
30-Oct-91,1878.1,1897.71,1861.85,1861.85,68.09507828527414
31-Oct-91,1866.96,1893.27,1866.96,1889.84,73.59393531160325
01-Nov-91,1914.12,1917.06,1903.22,1909.8,77.11050064059796
05-Nov-91,1927.18,1927.18,1906.48,1917.96,78.56897118394107
08-Nov-91,1925.13,1928.61,1902.55,1910.81,73.44342461384716
11-Nov-91,,,,1895.53,62.54403154356844
12-Nov-91,1886.54,1897.09,1876.12,1878.82,51.99577749824294
13-Nov-91,1865.95,1881.5,1858.49,1881.5,53.56578306359669
14-Nov-91,1888.55,1904.15,1888.55,1894.67,61.33386069425458
15-Nov-91,1885.14,1885.14,1871.86,1879.69,49.54851939831944
18-Nov-91,1872.66,1885.92,1862.34,1871.32,43.68572020979493
19-Nov-91,1902.88,1924.15,1902.88,1924.15,70.87525040115564
20-Nov-91,1944.55,1955.29,1910.02,1910.59,61.368771463173914
22-Nov-91,1907.34,1907.34,1881.99,1886.56,47.311628158182074
26-Nov-91,1872.9,1890.78,1855.54,1855.94,34.664412681366386
27-Nov-91,1871.32,1877.92,1863.26,1864.39,40.180502394648144
28-Nov-91,1853.53,1877.14,1853.53,1856.34,36.50986923695933
29-Nov-91,1890.77,1903.31,1890.77,1903.31,61.89720573243964
02-Dec-91,1918.61,1920.99,1899.55,1904.26,62.278545768419235
03-Dec-91,1891.31,1893.36,1881.52,1892.84,54.137074862067415
04-Dec-91,1888.9,1895.82,1885.41,1885.44,48.95356029128004
05-Dec-91,1871.86,1876.73,1863.56,1876.73,42.90888208680287
06-Dec-91,1886.1,1899.5,1880.27,1899.11,59.12103615899735
09-Dec-91,1911.82,1917.53,1879.73,1879.73,45.22099728842764
10-Dec-91,1870.45,1875.73,1863.47,1872.45,40.725031234703955
11-Dec-91,1870.92,1874.21,1860.75,1860.75,33.94511058720214
12-Dec-91,1845.19,1860.69,1837.88,1837.88,24.129748969682495
16-Dec-91,1813.28,1825.9,1804.81,1825.45,20.16784802034381
17-Dec-91,1823.51,1837.03,1813.29,1814.67,17.120483061562936
18-Dec-91,1809.73,1835.37,1807.21,1834.78,38.71422528123993
19-Dec-91,1848.2,1876.04,1848.2,1875.67,63.1299453064955
20-Dec-91,1870.23,1895.11,1870.23,1873.28,61.34438119179403
23-Dec-91,1890.69,1915.58,1886.03,1915.12,76.12278426099395
24-Dec-91,1839.18,1946.28,1908.85,1908.85,71.0356072123516
01-Jan-92,,,,1957.33,82.40212601674115
02-Jan-92,1965.68,1973.59,1960.9,1969.16,84.28340674519256
03-Jan-92,2006.66,2007.22,1993.77,1996.5,87.99186075267096
06-Jan-92,2000.49,2005.53,1966.39,1967.55,67.05080582575961
07-Jan-92,1961.46,1963.53,1949.38,1963.53,64.39088949030995
08-Jan-92,1946.95,1953.83,1945.48,1949.31,54.78177004504142
09-Jan-92,1950.99,1976.16,1948.15,1972.53,65.33942683175181
13-Jan-92,1973.51,2006.84,1972.16,1998.88,73.96279250568875
14-Jan-92,1981.87,1998.07,1976.54,1998.07,73.26240778576137
15-Jan-92,2018.15,2024.62,2012.62,2020.18,79.7917088000645
16-Jan-92,2003.31,2021.62,1997.86,2002.6,64.20791756861705
17-Jan-92,2079.23,2118.15,2066.5,2115.89,86.09071579183984
20-Jan-92,2094.54,2114.27,2094.27,2107.07,81.2561323840449
21-Jan-92,2119.35,2157.87,2107.64,2115.71,82.46209961676246
22-Jan-92,2103.58,2135.74,2103.58,2132.82,84.8715453402044
23-Jan-92,2181.9,2184.99,2145.87,2150.41,87.14167112256952
24-Jan-92,2146.61,2153.79,2134.91,2139.33,77.93368798163797
27-Jan-92,2144.03,2181.35,2142.6,2172.11,84.13370988971388
29-Jan-92,2209.45,2214.22,2186.6,2214.22,89.06662794861285
30-Jan-92,2275.13,2300.27,2254.87,2299.77,93.89039563419253
31-Jan-92,2300.1,2329.95,2300.1,2302.54,93.99757926360824
03-Feb-92,,,,2272.81,76.0889577054361
04-Feb-92,2257.09,2278.82,2253.94,2278.72,77.16978921151642
05-Feb-92,2284.84,2289.41,2284.02,2288.43,79.1091448943723
06-Feb-92,2289.76,2314.32,2289.76,2309.36,83.00008326139482
07-Feb-92,2307.02,2315.2,2193.27,2194.48,36.437742320798776
10-Feb-92,2209.65,2278.4,2209.65,2273.47,57.115207285985406
12-Feb-92,2334.32,2337.75,2298.03,2305.38,63.16599151471968
13-Feb-92,2303.11,2331.22,2303.11,2322.79,66.39924236857891
17-Feb-92,2384.03,2491.68,2384.03,2437.3,80.4837457985919
18-Feb-92,2476.26,2478.44,2402.52,2403.78,69.78089195955113
19-Feb-92,2407.54,2407.54,2350.08,2382.07,62.998435636659714
20-Feb-92,2422.15,2468.97,2414.45,2449.06,73.08773329078976
21-Feb-92,2421.54,2454.89,2417.71,2454.66,73.83328557641991
24-Feb-92,2478.88,2497.97,2467.8,2491.27,78.66355724632568
26-Feb-92,2586.34,2640.53,2586.34,2617.52,88.11821391887786
27-Feb-92,2674.86,2754.06,2674.86,2741.73,92.30928891762609
28-Feb-92,2785.2,2787.6,2759.11,2759.22,92.75885565290827
29-Feb-92,2883.94,3049.9,2883.94,3017.68,96.5183370580388
02-Mar-92,3273.47,3333.25,3273.47,3333.25,98.05751887951548
03-Mar-92,3323.6,3479.33,3314.53,3472.78,98.43893996891553
09-Mar-92,,,,3547.61,98.62052494431904
10-Mar-92,3480.74,3480.74,3261.0,3316.03,68.01497598620331
11-Mar-92,3137.95,3173.19,3069.49,3163.68,54.186472959454385
12-Mar-92,3178.14,3306.17,3178.14,3241.97,59.478585429095055
13-Mar-92,3299.74,3346.26,3259.36,3259.36,60.737838010563515
16-Mar-92,3305.62,3385.99,2949.7,3250.7,59.585194690523906
17-Mar-92,3296.41,3296.41,3197.51,3198.78,52.16610195824222
18-Mar-92,3212.66,3212.66,3126.45,3128.01,43.03611736351055
20-Mar-92,3135.88,3243.53,3135.88,3243.53,58.02553667284173
24-Mar-92,3521.25,3688.53,3521.25,3669.58,81.03368305521707
25-Mar-92,3655.0,3807.64,3655.0,3802.17,84.36714178494846
27-Mar-92,3672.99,3800.83,3655.12,3791.18,82.85829546278072
30-Mar-92,4112.23,4159.53,4091.43,4091.43,89.35796886167248
31-Mar-92,4172.21,4318.95,4172.21,4285.0,91.84871143565276
02-Apr-92,4546.58,4546.58,4387.86,4387.86,92.94542596561264
03-Apr-92,4120.45,4241.07,4026.77,4238.25,74.67777127915224
06-Apr-92,4150.74,4150.74,4062.57,4062.57,57.95771487180828
07-Apr-92,3988.28,4023.11,3930.64,4023.11,54.52983684977766
08-Apr-92,4062.31,4341.27,4062.31,4333.57,71.25170472626704
10-Apr-92,4328.63,4338.75,4266.26,4306.43,68.4990177855901
13-Apr-92,4266.68,4307.21,4163.02,4163.02,54.57320305552779
22-Apr-92,,,,4467.32,70.48719863879975
28-Apr-92,4109.84,4112.78,3896.9,3896.9,38.71090472066918
29-Apr-92,3727.18,3750.07,3611.11,3674.41,31.735569891819793
30-Apr-92,3637.17,3887.72,3636.02,3887.72,43.85893346209985
06-May-92,3531.21,3579.87,3460.6,3560.72,32.72296756282876
07-May-92,3651.01,3710.86,3651.01,3658.0,38.527124864829375
11-May-92,3556.94,3566.07,3407.54,3420.05,30.485587613733998
12-May-92,3273.82,3307.71,3080.43,3086.37,22.319536005409944
13-May-92,3283.16,3493.47,3283.16,3431.13,42.2858044062235
14-May-92,3407.85,3407.85,3335.48,3394.48,40.8892391193315
18-May-92,3475.12,3527.21,3454.13,3456.16,44.72933224895958
19-May-92,3490.91,3574.92,3481.82,3568.67,51.86011247064797
20-May-92,3499.27,3562.36,3495.29,3559.28,51.17137469364465
22-May-92,3378.88,3442.65,3376.12,3435.07,41.957695971960064
25-May-92,3432.43,3432.43,3399.92,3406.29,39.87807400584637
26-May-92,3349.11,3352.43,3271.13,3298.74,32.380987928503444
27-May-92,3307.02,3307.02,3111.07,3144.79,24.23026995105181
28-May-92,3002.42,3072.43,2963.49,3072.48,21.110434897974173
29-May-92,3050.19,3070.6,2987.69,3006.08,18.392201044204413
01-Jun-92,2958.39,3003.83,2928.1,3001.24,18.178923518139
02-Jun-92,3014.07,3147.2,3014.07,3133.83,41.43455966191738
03-Jun-92,3120.37,3192.45,3092.45,3101.66,38.14630241723066
04-Jun-92,3016.83,3018.64,2993.68,3004.92,29.381501142996996
05-Jun-92,2983.22,3086.99,2983.22,3086.74,43.1831297938427
08-Jun-92,3063.22,3113.66,3063.22,3100.66,45.4503494716519
09-Jun-92,3127.57,3198.77,3127.57,3154.23,54.23530032873577
10-Jun-92,3139.94,3193.17,3139.46,3140.8,51.62967975729917
25-Jun-92,3097.48,3102.44,3081.32,3081.32,40.78267573154924
26-Jun-92,,,,3080.54,40.64270840504574
15-Jul-92,2972.96,2972.96,2912.92,2912.92,21.146954629904613
16-Jul-92,2890.75,2891.81,2797.92,2809.69,15.44392931718005
17-Jul-92,2795.31,2807.96,2761.45,2806.31,15.275324992310004
20-Jul-92,2794.95,2864.05,2794.42,2855.43,29.29701403571258
21-Jul-92,2839.17,2870.59,2837.07,2870.59,33.540275679469914
22-Jul-92,2857.01,2881.94,2814.26,2818.12,26.626718249411766
23-Jul-92,2784.04,2784.04,2677.07,2678.34,15.789063626082026
27-Jul-92,2740.74,2807.41,2737.65,2804.15,42.23932896717522
28-Jul-92,2858.25,2872.71,2822.24,2830.57,46.63893406868963
29-Jul-92,2796.53,2805.99,2752.94,2755.25,36.682065759649824
30-Jul-92,2733.86,2733.86,2680.69,2698.83,30.571004473834194
31-Jul-92,2717.56,2727.06,2698.75,2727.06,37.12257487414073
03-Aug-92,2721.02,2730.82,2697.04,2722.65,36.450913048353264
04-Aug-92,2699.45,2700.26,2676.82,2686.49,30.748747195281567
05-Aug-92,2676.5,2681.42,2628.2,2630.23,23.57603354118649
06-Aug-92,2594.45,2595.37,2529.59,2529.59,15.49424601822166
07-Aug-92,2568.81,2605.19,2568.81,2590.68,32.937450039675156
10-Aug-92,2598.77,2668.98,2597.5,2668.25,49.48673113655803
11-Aug-92,2706.46,2732.34,2686.99,2693.42,54.082678569290394
12-Aug-92,2638.05,2679.35,2638.05,2678.83,50.737778725389525
14-Aug-92,2720.53,2795.18,2720.53,2795.18,69.52572785740921
17-Aug-92,2830.07,2892.68,2830.07,2889.08,77.99288634634158
18-Aug-92,2875.61,2921.53,2869.41,2921.53,80.35118999317707
19-Aug-92,2978.86,3007.45,2964.75,2982.6,84.3072212902772
20-Aug-92,3018.2,3059.22,2995.25,2995.25,85.084767334752
21-Aug-92,2958.97,3034.94,2958.97,3034.94,87.51157108918343
24-Aug-92,3051.28,3071.52,3041.39,3053.12,88.57584071708459
25-Aug-92,3020.82,3021.59,2959.41,2959.41,57.179161451302114
26-Aug-92,2947.56,2947.56,2864.79,2909.32,46.23027367155934
27-Aug-92,2891.99,2998.57,2891.99,2996.98,62.10418427093369
28-Aug-92,3013.54,3033.65,3009.77,3031.63,66.92826792806184
01-Sep-92,3080.79,3099.4,3070.49,3070.49,71.93640733082457
02-Sep-92,3035.38,3046.17,3017.04,3040.57,62.78580391691457
03-Sep-92,3062.69,3099.66,3048.4,3079.53,69.16921658935843
04-Sep-92,3080.4,3166.1,3078.72,3166.1,79.11807567650652
07-Sep-92,3172.71,3250.02,3172.71,3226.52,83.70536945310712
08-Sep-92,3205.32,3205.32,3187.47,3201.46,75.14669902635445
09-Sep-92,3192.42,3200.25,3178.81,3198.69,74.0998619406872
11-Sep-92,3202.82,3220.18,3193.09,3219.92,77.14948041245125
14-Sep-92,3205.67,3274.85,3205.67,3274.85,83.45141523452936
15-Sep-92,3365.96,3415.99,3365.96,3410.29,91.05487829474673
16-Sep-92,3463.14,3463.14,3404.96,3404.96,89.04237049705408
17-Sep-92,3356.09,3386.75,3354.2,3378.18,78.18880775539398
18-Sep-92,3385.36,3385.36,3340.76,3383.62,78.8436178281542
21-Sep-92,3340.04,3341.6,3263.64,3274.74,45.02530955749359
22-Sep-92,3242.79,3305.43,3242.79,3298.75,50.83790116978047
24-Sep-92,3286.7,3286.7,3236.07,3246.96,39.56002463845957
25-Sep-92,3249.02,3256.59,3249.02,3256.59,42.523623980067924
28-Sep-92,3252.18,3258.6,3231.74,3239.98,38.457931801333054
29-Sep-92,3192.96,3224.16,3179.65,3195.75,29.173585140764658
30-Sep-92,3226.08,3297.32,3226.08,3294.42,57.67006542973657
01-Oct-92,3303.93,3329.8,3301.76,3315.72,61.81565063859444
06-Oct-92,3234.31,3273.53,3245.67,3247.76,44.452796522151885
08-Oct-92,3219.19,3223.2,3201.49,3211.55,37.447443667144064
09-Oct-92,3300.25,3304.71,3275.24,3275.57,53.60565084501284
12-Oct-92,3223.15,3223.15,3158.29,3166.52,34.58413734126434
13-Oct-92,3127.44,3190.28,3127.44,3187.76,39.786131739357984
14-Oct-92,3166.5,3168.9,3105.63,3105.63,28.739620114632828
15-Oct-92,3081.37,3100.89,3053.04,3086.45,26.584925720211615
20-Oct-92,3074.66,3078.41,3045.78,3050.9,22.650483662487815
21-Oct-92,2973.71,2987.57,2932.18,2934.66,14.11345113910103
22-Oct-92,2982.99,3002.16,2968.45,2987.29,29.213194080738745
25-Oct-92,3033.08,3033.08,2987.21,2987.21,29.203438682025578
28-Oct-92,2963.28,2963.28,2876.7,2876.7,18.52284680999503
29-Oct-92,2873.65,2890.63,2862.15,2862.15,17.471232931290217
30-Oct-92,2892.39,2896.92,2825.58,2833.34,15.318652375649478
03-Nov-92,2867.57,2928.89,2867.57,2928.89,43.94856579606182
04-Nov-92,2953.02,2982.9,2917.56,2926.18,43.42802950821602
05-Nov-92,2870.59,2889.69,2794.83,2794.83,25.284264127636604
06-Nov-92,2760.12,2760.12,2732.77,2756.19,21.917146010079122
09-Nov-92,2758.46,2758.46,2682.84,2685.39,16.79461823170989
11-Nov-92,2663.31,2663.31,2555.53,2596.53,12.288654289108521
12-Nov-92,2645.74,2679.25,2635.71,2641.81,25.090298799286316
13-Nov-92,2606.44,2606.44,2574.74,2586.68,20.53002383277746
18-Nov-92,2551.98,2551.98,2501.77,2524.71,16.35361900838042
19-Nov-92,2506.52,2506.52,2413.62,2423.26,11.546818934573366
20-Nov-92,2422.97,2479.56,2418.52,2479.56,26.527551555771566
23-Nov-92,2468.92,2545.33,2468.92,2530.47,38.33287780224407
24-Nov-92,2523.27,2560.71,2522.48,2546.86,42.07813694413384
25-Nov-92,2593.97,2609.35,2555.46,2556.56,44.56863692557696
26-Nov-92,2526.09,2526.09,2487.09,2487.11,32.18376751696047
27-Nov-92,2462.91,2486.83,2460.8,2486.41,32.07148376007078
30-Nov-92,2511.41,2542.55,2511.41,2518.1,43.27143351188398
01-Dec-92,2522.07,2551.81,2522.07,2547.69,52.42650505430248
02-Dec-92,2590.56,2614.04,2586.24,2593.62,63.77085293934999
03-Dec-92,2574.86,2627.93,2559.32,2619.9,69.04948391552631
04-Dec-92,2696.14,2708.62,2664.49,2696.86,79.81510998152459
10-Dec-92,2609.31,2609.31,2550.22,2550.22,43.65167319243265
11-Dec-92,2566.34,2575.0,2534.22,2536.87,41.511298881688845
14-Dec-92,2537.72,2537.98,2468.58,2469.45,31.699325668559396
15-Dec-92,2446.88,2477.27,2430.35,2477.27,33.96245296179676
16-Dec-92,2425.87,2425.87,2374.72,2374.72,22.008467593275398
17-Dec-92,2366.01,2400.68,2359.34,2400.16,29.683215643156515
18-Dec-92,2447.54,2500.43,2447.54,2476.89,48.711344771264386
21-Dec-92,2523.79,2550.48,2523.79,2542.1,60.16329624526305
22-Dec-92,2587.75,2592.09,2559.71,2562.1,63.30450464458803
23-Dec-92,2535.92,2571.72,2523.8,2571.36,64.90604072029157
